sentiment,text
positive,"@JetBlue Btw, thanks for responding quickly!!"
negative,@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!
negative,"@USAirways that the flight was delayed &amp; closed the doors only to tell us we would not be leaving for an hour and a half. Bad, bad service"
neutral,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂
negative,@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer
negative,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.
positive,@SouthwestAir - I just had a great experience with your customer service team. Thank you! #LuvSW A-list
negative,@USAirways what's the issue with flight 4420 from jax being delayed tonight?
negative,"@united Thanks for nothing. Next time I'll bring a whole extra suitcase for my 1 extra pound. That makes sense, right?"
neutral,@VirginAmerica adds Austin-Dallas Love Field route. http://t.co/XWJoL55FLH http://t.co/Y8AOrMfkaC
negative,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls"
neutral,@JetBlue Says #Lufthansa Incentive Offer To Have No Impact On Share Count - Nasdaq http://t.co/VU7XSWJKiY
positive,@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon
neutral,@united in fact he received my boarding pass
negative,@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.
negative,@USAirways your airline also delayed our bags to us for 4 hours &amp; refused to ship them to our local airport #disappointed #stillbagless
negative,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?
negative,"@Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize there's a mech problem. Then delay flight 3 1/2 hours!"
positive,"@USAirways Got it, thanks!"
negative,@americanair Any hints to get through to and stay connected with you to rearrange weather reLate Flightd Cancelled Flights? Hours in now w/nothing.
negative,@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.
negative,"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???"
positive,@united thank you! Much appreciation for your help.
positive,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD
neutral,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.
negative,@USAirways I got up at 2 am for a 5 am flight from bos to Charlotte which I found was Cancelled Flightled once I got to the gate (1)
negative,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!
negative,@SouthwestAir On hold with airline 45 min and counting. Service is terrible!
negative,@AmericanAir she has  the guy u served drinks 2  til he needed awheelchair to get off the plane is a more important then the assaulted women
negative,@united was such a better airline when you were Continental. $75 service fee + $75 Flight Booking Problems fee + $25 talk to a human fee: FU!!!
negative,@USAirways. On phone hold for 30+ mins trying to speak to an agent. Can't change reservation online. Sigh. #badcustomerexperience
negative,@AmericanAir been trying to speak to agent for 24hrs about my Cancelled Flightled flight but reps always busy. how do I get ahold of you?
negative,@USAirways merging with American will negatively affect your quality and integrity. I will no longer fly with you because of it.
neutral,@united flights taking off from IAD this afternoon?
negative,@united 2nd time in a row  I've been over charged by 100's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime
neutral,@JetBlue what's the link for #FlyFi
negative,@AmericanAir @travisamex It's not the weather. It's also gross incompetence. Understaffing. Crew forgetting to load bags. Don't duck truth.
neutral,"As soon as I can, sending my son home with you Saturday. @JetBlue"
negative,@AmericanAir how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ. #WhyAreYouYelling
neutral,"@SouthwestAir done. Sorry, I thought I was already."
negative,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.
negative,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune
positive,@VirginAmerica I'm #elevategold for a good reason: you rock!!
negative,@USAirways on flight 1839 waiting for weight and balance info for the past 30 minutes!!!
negative,"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?"
negative,@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO
neutral,@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?
negative,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE"
negative,@united But it's doubtful he'll fly United again and he will be traveling a lot as a sales manager covering all of North America
positive,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN
positive,@AmericanAir Thanks guys got some sleep. Hang in there DFW with bad weather.
negative,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.
negative,@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN
negative,@SouthwestAir me not to be able to rebook another flight. Drove to ATL to catch a flight.... Was charged $40 just to get the a group I had
neutral,@VirginAmerica is your website ever coming back online?
negative,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?"
negative,@united Please consider letting flyers with no overhead bin items board/deplane first (after first class). Make sense?
negative,@JetBlue no. Please stop.
negative,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!
positive,"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue"
negative,@USAirways is the worst!! Still haven't left.. Everyone missing connections.
positive,@united thanks
neutral,@SouthwestAir @Imaginedragons #DestinationDragons Scavenger Hunt rules: http://t.co/vHgkiTzSaw
positive,@SouthwestAir you're the best
negative,@AmericanAir better do the right thing and take care of @Cowboycerrone or els you're losing business!!!!
positive,@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail
negative,@AmericanAir I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.
neutral,@AmericanAir @cityandsand we're trying to coordinate an airport hand-off of Nutella! #veryimportantproject
negative,@AmericanAir is there any way you could put me up in a hotel for the night?? If not I'm having to sleep at the airport again tonight.
negative,@USAirways how do I get thru on hold 3 hours 5 minutes . Is this normal ? My call is lost
neutral,@AmericanAir what terminal LHR for aa5/BA1506? Doesn't say in boarding pass
neutral,@AmericanAir basically u right now http://t.co/IN24Bpb7dw
negative,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail"
neutral,@united pls follow for DM
neutral,"@AmericanAir if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles"
negative,@USAirways You will be hearing a lot more from me instead of your feedback when I get back home.
negative,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive
negative,@USAirways And it's 3:22 with no sign of boarding.... Can I please get another update?
negative,@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!
